image_path,nose_x,nose_y,nose_v,left_eye_inner_x,left_eye_inner_y,left_eye_inner_v,left_eye_x,left_eye_y,left_eye_v,left_eye_outer_x,left_eye_outer_y,left_eye_outer_v,right_eye_inner_x,right_eye_inner_y,right_eye_inner_v,right_eye_x,right_eye_y,right_eye_v,right_eye_outer_x,right_eye_outer_y,right_eye_outer_v,left_ear_x,left_ear_y,left_ear_v,right_ear_x,right_ear_y,right_ear_v,mouth_left_x,mouth_left_y,mouth_left_v,mouth_right_x,mouth_right_y,mouth_right_v,left_shoulder_x,left_shoulder_y,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_v,left_pinky_x,left_pinky_y,left_pinky_v,right_pinky_x,right_pinky_y,right_pinky_v,left_index_x,left_index_y,left_index_v,right_index_x,right_index_y,right_index_v,left_thumb_x,left_thumb_y,left_thumb_v,right_thumb_x,right_thumb_y,right_thumb_v,left_hip_x,left_hip_y,left_hip_v,right_hip_x,right_hip_y,right_hip_v,left_knee_x,left_knee_y,left_knee_v,right_knee_x,right_knee_y,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_v,left_heel_x,left_heel_y,left_heel_v,right_heel_x,right_heel_y,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_v,label
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (10).jpg,0.5397927165031433,0.0051152706146240234,0.9901546239852905,0.5312461853027344,-0.02350032329559326,0.9831068515777588,0.5305469632148743,-0.023122727870941162,0.9838041663169861,0.5299978852272034,-0.022868871688842773,0.9917160868644714,0.5269803404808044,-0.021834731101989746,0.9893955588340759,0.5233311653137207,-0.02069801092147827,0.9902472496032715,0.5196723341941833,-0.019519925117492676,0.9941132664680481,0.5112555027008057,-0.0050904154777526855,0.9982852339744568,0.49428850412368774,-0.002212822437286377,0.9962067604064941,0.5277060866355896,0.04324162006378174,0.9965331554412842,0.524550199508667,0.04312661290168762,0.9976018071174622,0.5011190176010132,0.212997168302536,0.9998618364334106,0.4610324501991272,0.2094365358352661,0.9998334646224976,0.5232361555099487,0.4467158615589142,0.11992759257555008,0.47254282236099243,0.5236197710037231,0.9878606200218201,0.5924280881881714,0.5441927313804626,0.13593792915344238,0.6019223928451538,0.5788500308990479,0.8423532843589783,0.6048723459243774,0.5948771238327026,0.18962368369102478,0.624855101108551,0.5925864577293396,0.7675238251686096,0.6160374879837036,0.5712570548057556,0.20379836857318878,0.6281450986862183,0.5728615522384644,0.7812156677246094,0.6080512404441833,0.5618345737457275,0.2078264355659485,0.6208105087280273,0.5688021779060364,0.694590151309967,0.5166628360748291,0.5930081605911255,0.999402642250061,0.48232853412628174,0.6278800368309021,0.9995808005332947,0.7125816941261292,0.6625766754150391,0.09628868848085403,0.6941961050033569,0.7418855428695679,0.9593541622161865,0.664557695388794,0.9659302830696106,0.029315698891878128,0.6569610834121704,1.0609450340270996,0.7083944082260132,0.6456953883171082,1.007322072982788,0.04625841602683067,0.6299880743026733,1.1110559701919556,0.4978157877922058,0.700336754322052,1.0432369709014893,0.03544526919722557,0.7176840305328369,1.138476848602295,0.5383233428001404,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (100).jpg,0.5196818709373474,0.00594484806060791,0.9886884093284607,0.5161608457565308,-0.023555457592010498,0.9739211797714233,0.5183933973312378,-0.02295738458633423,0.9755367040634155,0.5205581188201904,-0.02282261848449707,0.9842981100082397,0.5018879175186157,-0.023467183113098145,0.9852643609046936,0.4932268261909485,-0.022447168827056885,0.9892414212226868,0.4825423061847687,-0.020981311798095703,0.9927912950515747,0.5075492858886719,-0.007874846458435059,0.9960007071495056,0.45805463194847107,-0.0006318092346191406,0.994224488735199,0.5185472965240479,0.03775930404663086,0.9919415712356567,0.503298282623291,0.04116910696029663,0.9959914088249207,0.49837827682495117,0.20257839560508728,0.9997653365135193,0.44978418946266174,0.19496572017669678,0.9999227523803711,0.527237057685852,0.45484399795532227,0.21077942848205566,0.4718458354473114,0.5174387693405151,0.9977460503578186,0.6311480402946472,0.5254710912704468,0.3212484121322632,0.6439836025238037,0.5940872430801392,0.9959251880645752,0.6630170345306396,0.5544236898422241,0.3839779198169708,0.6762679219245911,0.6376352310180664,0.9925839900970459,0.6662414073944092,0.5448721051216125,0.40533918142318726,0.6945818662643433,0.6226063966751099,0.9932653903961182,0.654313862323761,0.5385010838508606,0.42155182361602783,0.6836963295936584,0.6077986359596252,0.987445592880249,0.5178292989730835,0.60219407081604,0.9994415640830994,0.47813138365745544,0.6550657749176025,0.9997193217277527,0.7175699472427368,0.6594827175140381,0.1962270587682724,0.7389000654220581,0.7403327226638794,0.9181158542633057,0.6944119930267334,0.9901477694511414,0.09173868596553802,0.67583167552948,1.073965072631836,0.7553431987762451,0.6623304486274719,0.9876580834388733,0.12325119972229004,0.6478384733200073,1.1196637153625488,0.6386526226997375,0.7323806285858154,1.0948373079299927,0.10860224068164825,0.7375264763832092,1.1714880466461182,0.6427208781242371,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (101).jpg,0.5176103711128235,0.008333206176757812,0.9683970808982849,0.5144492387771606,-0.024632036685943604,0.9207387566566467,0.5171140432357788,-0.024503231048583984,0.9301828742027283,0.5200439691543579,-0.02503526210784912,0.9543589353561401,0.5018137097358704,-0.022732794284820557,0.955927848815918,0.49526119232177734,-0.021323800086975098,0.9709565043449402,0.4886627197265625,-0.01992422342300415,0.9802549481391907,0.4935779273509979,-0.011588633060455322,0.9883686304092407,0.46525517106056213,-8.33272933959961e-05,0.9849472045898438,0.5160910487174988,0.039882779121398926,0.9809169173240662,0.5043492913246155,0.04251396656036377,0.9914098381996155,0.495562344789505,0.20092248916625977,0.9997339844703674,0.4470427334308624,0.19624599814414978,0.9999244213104248,0.5268687605857849,0.44956934452056885,0.1940179318189621,0.47505301237106323,0.512212872505188,0.9980436563491821,0.6255322694778442,0.5052647590637207,0.2715874910354614,0.6484880447387695,0.5990570783615112,0.9967048764228821,0.6591778993606567,0.5337967872619629,0.3225726783275604,0.6777676343917847,0.6399279832839966,0.9942489862442017,0.6605185866355896,0.527055561542511,0.34734994173049927,0.6963618397712708,0.6198956966400146,0.9949795603752136,0.650701642036438,0.5220083594322205,0.3598986268043518,0.6855795383453369,0.608102560043335,0.9901363253593445,0.5230010151863098,0.5916825532913208,0.9992249011993408,0.4844098687171936,0.6484858989715576,0.9996342658996582,0.7284960150718689,0.6753343939781189,0.12130528688430786,0.7261035442352295,0.7488264441490173,0.8462324738502502,0.6869363188743591,1.0062578916549683,0.06259055435657501,0.6696240901947021,1.0810503959655762,0.6621418595314026,0.661586344242096,0.9961013793945312,0.09485930949449539,0.6408697366714478,1.1271076202392578,0.5798237919807434,0.7205306887626648,1.115128993988037,0.08115573972463608,0.7340209484100342,1.1701956987380981,0.5601900815963745,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (102).jpg,0.514262318611145,0.007203042507171631,0.9991905093193054,0.5120168924331665,-0.017492353916168213,0.9983183145523071,0.5146788954734802,-0.015554368495941162,0.9985231757164001,0.5173118114471436,-0.01395869255065918,0.9989233613014221,0.4978421628475189,-0.01896733045578003,0.9990504384040833,0.4894123673439026,-0.01796698570251465,0.9993360638618469,0.4793142080307007,-0.016308844089508057,0.9994294047355652,0.506121814250946,0.0014410018920898438,0.9997597336769104,0.4557967483997345,0.0030416250228881836,0.9995449185371399,0.5146757960319519,0.04109176993370056,0.9991936087608337,0.4984162449836731,0.042611658573150635,0.9995306730270386,0.497886598110199,0.2087288200855255,0.9999072551727295,0.4496605098247528,0.2009463906288147,0.999954104423523,0.5265869498252869,0.4320741295814514,0.35651251673698425,0.48205429315567017,0.5058900117874146,0.9986860156059265,0.6285703182220459,0.49725526571273804,0.6358185410499573,0.6650373339653015,0.6084380745887756,0.9985822439193726,0.662603497505188,0.529507040977478,0.6701307892799377,0.6971232891082764,0.6534278392791748,0.9973432421684265,0.6644228100776672,0.5258318185806274,0.6845441460609436,0.7086381912231445,0.6437982320785522,0.9975185394287109,0.6532390117645264,0.5220285058021545,0.6911653876304626,0.698237955570221,0.6313503384590149,0.9954374432563782,0.5133498907089233,0.5992310047149658,0.9990769624710083,0.476913720369339,0.6450332403182983,0.9994778037071228,0.72303307056427,0.6730663776397705,0.6145708560943604,0.6994072198867798,0.7368507981300354,0.980086088180542,0.6545841693878174,1.0357544422149658,0.44636449217796326,0.6546899080276489,1.0810694694519043,0.9281624555587769,0.6305965185165405,1.0218740701675415,0.4618781507015228,0.6202417016029358,1.1305575370788574,0.8865252733230591,0.6811310648918152,1.143794059753418,0.4691016972064972,0.7297342419624329,1.1658241748809814,0.8961886167526245,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (103).jpg,0.5204271674156189,0.016781479120254517,0.9998507499694824,0.5168962478637695,-0.016387969255447388,0.9996563196182251,0.5193114876747131,-0.016494184732437134,0.9997028708457947,0.5217762589454651,-0.016658753156661987,0.9997524619102478,0.503101110458374,-0.015184551477432251,0.9997952580451965,0.49467340111732483,-0.013600260019302368,0.9998576641082764,0.48466652631759644,-0.011187702417373657,0.9998636245727539,0.5083469152450562,-0.0019801855087280273,0.9999245405197144,0.45890378952026367,0.0062680840492248535,0.9998643398284912,0.5198915600776672,0.0464664101600647,0.9996533393859863,0.5048513412475586,0.05012515187263489,0.9997872710227966,0.4991103410720825,0.20699331164360046,0.999923586845398,0.4490697979927063,0.20510369539260864,0.9999451637268066,0.5445412397384644,0.42343780398368835,0.5349925756454468,0.4930960536003113,0.48981016874313354,0.998920202255249,0.6498520374298096,0.4759215712547302,0.8024359345436096,0.6653269529342651,0.5555831789970398,0.998974084854126,0.675515353679657,0.5064849853515625,0.8212534785270691,0.6996365785598755,0.5938369631767273,0.9980460405349731,0.6769711375236511,0.4976256787776947,0.831926703453064,0.7060273885726929,0.5838578939437866,0.9981928467750549,0.6675150394439697,0.4917233884334564,0.8341760635375977,0.68642258644104,0.5559779405593872,0.9969102740287781,0.5148165822029114,0.5992740988731384,0.9989476799964905,0.47631293535232544,0.640900194644928,0.9993095397949219,0.7087425589561462,0.6594499945640564,0.6042824387550354,0.7001530528068542,0.7352374792098999,0.9789075255393982,0.6780462265014648,1.0179225206375122,0.42339321970939636,0.657063901424408,1.0479758977890015,0.9233868718147278,0.6577298641204834,1.0046347379684448,0.43959543108940125,0.6266317963600159,1.0904197692871094,0.8912492394447327,0.7067590951919556,1.1290156841278076,0.47012555599212646,0.7170723676681519,1.1383824348449707,0.8909775614738464,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (104).jpg,0.5246573686599731,0.006648540496826172,0.9988859295845032,0.5153540372848511,-0.026293158531188965,0.9976016879081726,0.5158234238624573,-0.027573108673095703,0.9981743097305298,0.5166305303573608,-0.029002845287322998,0.9986458420753479,0.5062905550003052,-0.022124528884887695,0.9983282685279846,0.4997611939907074,-0.020634949207305908,0.9988607168197632,0.49236345291137695,-0.019379615783691406,0.998946487903595,0.4967537820339203,-0.015289127826690674,0.999636173248291,0.4654955267906189,-0.004570126533508301,0.9988982677459717,0.5217372179031372,0.03811675310134888,0.9984415173530579,0.5128917694091797,0.04092264175415039,0.998835027217865,0.4885599911212921,0.18131408095359802,0.9999208450317383,0.4500274658203125,0.19567611813545227,0.999904990196228,0.5414171814918518,0.3989708721637726,0.4173065721988678,0.5063579082489014,0.4493710994720459,0.9964809417724609,0.6440643072128296,0.4572221338748932,0.5597851276397705,0.6543300151824951,0.5053912997245789,0.9879823327064514,0.681174099445343,0.48695632815361023,0.6123550534248352,0.6862094402313232,0.5168380737304688,0.980612576007843,0.6850904822349548,0.47079411149024963,0.630745530128479,0.6914934515953064,0.4892256259918213,0.981296956539154,0.6753276586532593,0.4652723968029022,0.6414664387702942,0.6814426183700562,0.48243167996406555,0.9702221751213074,0.5240392684936523,0.5874046087265015,0.9993985891342163,0.4873928427696228,0.6429342031478882,0.9995715022087097,0.7265015840530396,0.6350091099739075,0.4136947989463806,0.7469181418418884,0.7398918867111206,0.9775868058204651,0.6888778209686279,0.947296142578125,0.30093052983283997,0.6655360460281372,1.0835657119750977,0.9327861070632935,0.6695875525474548,0.983102560043335,0.4027748107910156,0.6301342248916626,1.1329314708709717,0.8675507307052612,0.731751561164856,1.0933303833007812,0.37127092480659485,0.7311041355133057,1.1860110759735107,0.8942230343818665,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (105).jpg,0.5205404758453369,0.0038704872131347656,0.9972594976425171,0.5118201971054077,-0.027568042278289795,0.9918304085731506,0.5112707018852234,-0.028679728507995605,0.9940274953842163,0.5110760927200317,-0.030272483825683594,0.9953321814537048,0.5076872706413269,-0.023707211017608643,0.9956446886062622,0.5042158365249634,-0.022439002990722656,0.9975966811180115,0.5007614493370056,-0.021549463272094727,0.9978150129318237,0.4844517409801483,-0.008953630924224854,0.999087929725647,0.4742670953273773,-0.0032086968421936035,0.9986733198165894,0.512543261051178,0.03727364540100098,0.9974246025085449,0.50982666015625,0.03817206621170044,0.9987982511520386,0.4731311500072479,0.17890232801437378,0.999891996383667,0.45585039258003235,0.1934085488319397,0.9999544620513916,0.5357677340507507,0.3951471447944641,0.3548387289047241,0.5368409752845764,0.40711236000061035,0.9992246627807617,0.6661229729652405,0.4462360143661499,0.19552814960479736,0.6720320582389832,0.4329041838645935,0.9988933205604553,0.6938090920448303,0.49120306968688965,0.2491914927959442,0.7041394114494324,0.44601157307624817,0.9982643723487854,0.7038638591766357,0.48388367891311646,0.2634984254837036,0.7079328894615173,0.42143481969833374,0.9984342455863953,0.6937156319618225,0.4847458004951477,0.30025580525398254,0.6985324621200562,0.41748863458633423,0.9969595670700073,0.5233089923858643,0.5792769193649292,0.9992988109588623,0.49385032057762146,0.6212413311004639,0.9996752738952637,0.7105333805084229,0.6587724685668945,0.3450244665145874,0.743877649307251,0.7346609234809875,0.9787428379058838,0.6844467520713806,0.9794574975967407,0.31049618124961853,0.6933335065841675,1.007043480873108,0.9616975784301758,0.663713812828064,0.9892086982727051,0.42775797843933105,0.6601135730743408,1.0460119247436523,0.9257279634475708,0.7222116589546204,1.0713675022125244,0.4032275974750519,0.7413569092750549,1.1257916688919067,0.9399462938308716,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (106).jpg,0.5279325842857361,0.0034311115741729736,0.9987975358963013,0.5200558304786682,-0.023488909006118774,0.9963991641998291,0.520458996295929,-0.022952347993850708,0.9976994395256042,0.5211267471313477,-0.02289995551109314,0.997495174407959,0.5124914050102234,-0.021351546049118042,0.9984031319618225,0.5074679851531982,-0.019497305154800415,0.9993603825569153,0.5022898316383362,-0.01755508780479431,0.9992411136627197,0.4891376197338104,-0.010731726884841919,0.999574601650238,0.4739524722099304,0.0015052855014801025,0.9996823072433472,0.5220546722412109,0.038284361362457275,0.9976271986961365,0.5149458646774292,0.04212108254432678,0.9990200996398926,0.47185343503952026,0.18017151951789856,0.9998064637184143,0.46448227763175964,0.19400817155838013,0.9999568462371826,0.5370447635650635,0.3357139229774475,0.2746971845626831,0.5833224058151245,0.3766482472419739,0.9994966983795166,0.6288778781890869,0.45197755098342896,0.040391989052295685,0.7394678592681885,0.4042172431945801,0.9993640780448914,0.6391506791114807,0.4489997625350952,0.06835487484931946,0.7670332193374634,0.43490344285964966,0.9992873072624207,0.6495322585105896,0.4487397074699402,0.07185272872447968,0.7760236263275146,0.41651374101638794,0.9993793964385986,0.6476625800132751,0.4518989324569702,0.08955834060907364,0.7645085453987122,0.40342283248901367,0.9987599849700928,0.5064789652824402,0.5699396133422852,0.9996976852416992,0.49727460741996765,0.606806755065918,0.9999265670776367,0.6797577142715454,0.6570683121681213,0.6283476948738098,0.7039393782615662,0.708836555480957,0.999433696269989,0.6677468419075012,0.9246357679367065,0.7487619519233704,0.677188515663147,1.0413668155670166,0.9995359182357788,0.6553922295570374,0.975626528263092,0.8270058631896973,0.659284234046936,1.0419682264328003,0.9988476037979126,0.708236038684845,1.0081301927566528,0.8469392657279968,0.7346159219741821,1.1266039609909058,0.999055802822113,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (107).jpg,0.5304287672042847,-0.009776473045349121,0.9993946552276611,0.5193661451339722,-0.03412431478500366,0.9971191883087158,0.5171775221824646,-0.0323793888092041,0.9988420605659485,0.5149977803230286,-0.030808985233306885,0.9984456896781921,0.5159502625465393,-0.031393229961395264,0.9985289573669434,0.5110335350036621,-0.028383255004882812,0.9995972514152527,0.5052456259727478,-0.02558434009552002,0.9993207454681396,0.4846861958503723,-0.010816693305969238,0.9998372793197632,0.475773423910141,-0.005130469799041748,0.9997643828392029,0.5226340293884277,0.028258711099624634,0.9989051818847656,0.519503653049469,0.03082895278930664,0.9994971752166748,0.47407153248786926,0.1767885386943817,0.9999579191207886,0.4678110182285309,0.18730059266090393,0.9999634027481079,0.5878245830535889,0.29183560609817505,0.8850409984588623,0.6129013299942017,0.33557558059692383,0.9998948574066162,0.6903606653213501,0.311750590801239,0.5482507944107056,0.7754064202308655,0.35797691345214844,0.999929666519165,0.7180333733558655,0.3013896942138672,0.5834208130836487,0.8006668090820312,0.36427566409111023,0.9999387264251709,0.7238872051239014,0.28918686509132385,0.5970513820648193,0.795125424861908,0.35134750604629517,0.9999463558197021,0.7151776552200317,0.2937730848789215,0.6523513197898865,0.7942003011703491,0.35812512040138245,0.9999347925186157,0.5148473978042603,0.5814363956451416,0.9998441934585571,0.49878033995628357,0.6264812350273132,0.9999347925186157,0.7034240961074829,0.6329408884048462,0.9783638119697571,0.7507285475730896,0.7388675212860107,0.9999291896820068,0.6753810048103333,0.921790599822998,0.995701253414154,0.679823100566864,1.0739673376083374,0.9999656677246094,0.6617507934570312,0.9579119682312012,0.9962156414985657,0.6469846367835999,1.1249492168426514,0.9999527931213379,0.7130339741706848,1.0068188905715942,0.997018575668335,0.7416530847549438,1.1482620239257812,0.9999456405639648,0
E:/MSCS/1st Semester/Intro to AI (52560)/Project Work\data\correct\IMG1_Correct (108).jpg,0.5330004096031189,0.002148449420928955,0.99943608045578,0.5233051180839539,-0.027759015560150146,0.9975628852844238,0.5213438272476196,-0.027428627014160156,0.9989088773727417,0.5195649266242981,-0.0272638201713562,0.9986068606376648,0.5204982757568359,-0.02608335018157959,0.9987479448318481,0.5166632533073425,-0.02485567331314087,0.9996453523635864,0.5127286314964294,-0.023925602436065674,0.9994435906410217,0.49309831857681274,-0.015565693378448486,0.9998119473457336,0.48610079288482666,-0.013136684894561768,0.9997825026512146,0.5238404273986816,0.037513554096221924,0.9985644221305847,0.5216535925865173,0.037181317806243896,0.9993994235992432,0.4737459123134613,0.1702328622341156,0.9999226331710815,0.4643896222114563,0.17017143964767456,0.9999589920043945,0.5869603753089905,0.27650439739227295,0.7330458164215088,0.634109616279602,0.29252687096595764,0.9998003840446472,0.6939780712127686,0.270729660987854,0.46213337779045105,0.8194742202758789,0.31371983885765076,0.9998724460601807,0.7228457927703857,0.2532622814178467,0.5106078386306763,0.8458001613616943,0.31738054752349854,0.9998821020126343,0.7278899550437927,0.24026688933372498,0.5277810096740723,0.8532431125640869,0.3148646652698517,0.9999006986618042,0.7180575132369995,0.2473815232515335,0.5732946991920471,0.8421906232833862,0.3205842971801758,0.9998531341552734,0.5246198773384094,0.5817748308181763,0.999411940574646,0.5026952028274536,0.6314311623573303,0.9997900128364563,0.7294372916221619,0.6354554891586304,0.8576095104217529,0.7676326632499695,0.7379257678985596,0.9994969367980957,0.6895595788955688,0.9401854276657104,0.9689447283744812,0.6980403065681458,1.0357818603515625,0.9997372031211853,0.6703270673751831,0.9713740348815918,0.9831751585006714,0.6442921757698059,1.148754358291626,0.9997056126594543,0.7327872514724731,1.0497522354125977,0.9835588335990906,0.749262809753418,1.1734836101531982,0.9996964931488037,0
